Cuntrycd,Stkcd,Stknme,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,Listdt,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
10,300163,先锋新材,宁波先锋新材料股份有限公司,"Ningbo Xianfeng New Material Co., Ltd.",5,工业,C99,其他制造业,C41,其他制造业,2003/3/7,2011/1/13,2011/1/13,CNY,25,26,CNY,20000,CNY,2011/1/4,1,2,A,,2017/12/5,,16
10,300164,通源石油,西安通源石油科技股份有限公司,"Tong Oil Tools Co., Ltd.",5,工业,B50,采掘服务业,B11,开采辅助活动,2001/7/31,2011/1/13,2011/1/13,CNY,50.1,51.1,CNY,17000,CNY,2011/1/4,1,2,A,,2017/12/5,,16
10,300165,天瑞仪器,江苏天瑞仪器股份有限公司,"Jiangsu Skyray Instrument Co., Ltd.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,2006/7/4,2011/1/25,2011/1/25,CNY,64,65,CNY,18500,CNY,2011/1/14,1,2,A,,2017/12/5,,16
10,300166,东方国信,北京东方国信科技股份有限公司,"Beijing Orient National Communication Science and Technology Co., Ltd.",2,公用事业,L20,信息传播服务业,I65,软件和信息技术服务业,1997/7/28,2011/1/25,2011/1/25,CNY,54.36,55.36,CNY,10176,CNY,2011/1/14,1,2,A,,2017/12/5,,16
10,300167,迪威视讯,深圳市迪威视讯股份有限公司,"Shenzhen Dvision Video Communications Co.,Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2001/9/21,2011/1/25,2011/1/25,CNY,50.28,51.28,CNY,11120,CNY,2011/1/14,1,2,A,,2018/2/14,,16
10,300168,万达信息,万达信息股份有限公司,"Wonders Information Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1995/11/9,2011/1/25,2011/1/25,CNY,27,28,CNY,30000,CNY,2011/1/14,1,2,A,,2017/12/5,,16
10,300169,天晟新材,常州天晟新材料股份有限公司,"Changzhou Tiansheng New Materials Co., Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,1998/7/27,2011/1/25,2011/1/25,CNY,31,32,CNY,23500,CNY,2011/1/14,1,2,A,,2017/12/5,,16
10,300170,汉得信息,上海汉得信息技术股份有限公司,"Hand Enterprise Solutions Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2002/7/15,2011/2/1,2011/2/1,CNY,24.32,25.32,CNY,30000,CNY,2011/1/24,1,2,A,,2017/12/5,,16
10,300171,东富龙,上海东富龙科技股份有限公司,"Shanghai Tofflon Science and Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2008/4/9,2011/2/1,2011/2/1,CNY,85,86,CNY,20000,CNY,2011/1/24,1,2,A,,2017/12/5,,16
10,300172,中电环保,中电环保股份有限公司,"CEC ENVIRONMENTAL PROTECTION CO.,LTD.",2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,2001/1/18,2011/2/1,2011/2/1,CNY,24.16,25.16,CNY,25000,CNY,2011/1/24,1,2,A,,2017/12/5,,16
10,300173,智慧松德,松德智慧装备股份有限公司,"Sotech Smarter Equipment Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1997/4/18,2011/2/1,2011/2/1,CNY,21.39,22.39,CNY,17000,CNY,2011/1/24,1,2,N,,2017/12/26,,16
10,300174,元力股份,福建元力活性炭股份有限公司,"Fujian Yuanli Active Carbon Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2009/8/7,2011/2/1,2011/2/1,CNY,23,24,CNY,17000,CNY,2011/1/24,1,2,A,,2017/12/5,,16
10,300175,朗源股份,朗源股份有限公司,"LONTRUE CO., LTD.",5,工业,C01,食品加工业,C13,农副食品加工业,2002/3/26,2011/2/15,2011/2/15,CNY,16.1,17.1,CNY,27000,CNY,2011/1/27,1,2,A,,2017/12/5,,16
10,300176,鸿特精密,广东鸿特精密技术股份有限公司,"Guangdong Hongteo Accurate Technology Co., Ltd.",5,工业,C7505,汽车制造业,C36,汽车制造业,2003/7/22,2011/2/15,2011/2/15,CNY,15.28,16.28,CNY,22400,CNY,2011/1/27,1,2,A,,2017/12/5,,16
10,300177,中海达,广州中海达卫星导航技术股份有限公司,"Guangzhou Hi-target Navigation Tech Co., Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,2009/5/25,2011/2/15,2011/2/15,CNY,45.8,46.8,CNY,12500,CNY,2011/1/27,1,2,A,,2017/12/5,,16
10,300178,腾邦国际,深圳市腾邦国际商业服务股份有限公司,Shenzhen Tempus Global Business Service Holding Ltd.,2,公用事业,K2010,会计、统计、审计咨询服务业,L72,商务服务业,2008/4/24,2011/2/15,2011/2/15,CNY,20.9,21.9,CNY,30000,CNY,2011/1/27,1,2,A,,2017/12/5,,16
10,300179,四方达,河南四方达超硬材料股份有限公司,"SF DIAMOND CO., LTD",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2008/9/28,2011/2/15,2011/2/15,CNY,23.75,24.75,CNY,20000,CNY,2011/1/27,1,2,A,,2017/12/5,,16
10,300180,华峰超纤,上海华峰超纤材料股份有限公司,"Huafon Microfibre (Shanghai) Co., Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,2002/10/24,2011/2/22,2011/2/22,CNY,18.73,19.73,CNY,40000,CNY,2011/2/10,1,2,A,,2017/12/5,,16
10,300181,佐力药业,浙江佐力药业股份有限公司,"ZHEJIANG JOLLY PHARMACEUTICAL CO., LTD.",5,工业,C8110,中药材及中成药加工业,C27,医药制造业,2000/1/28,2011/2/22,2011/2/22,CNY,22.5,23.5,CNY,20000,CNY,2011/2/10,1,2,A,,2017/12/5,,16
10,300182,捷成股份,北京捷成世纪科技股份有限公司,"BEIJING JETSEN TECHNOLOGY CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2006/8/23,2011/2/22,2011/2/22,CNY,54,55,CNY,14000,CNY,2011/2/10,1,2,A,,2017/12/5,,16
10,300183,东软载波,青岛东软载波科技股份有限公司,"QINGDAO EASTSOFT COMMUNICATION TECHNOLOGY CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1992/8/5,2011/2/22,2011/2/22,CNY,40.45,41.45,CNY,25000,CNY,2011/2/10,1,2,A,,2017/12/5,,16
10,300184,力源信息,武汉力源信息技术股份有限公司,"Wuhan P and S Information Technology Co., Ltd.",6,商业,H03,能源、材料和机械电子设备批发业,F51,批发业,2001/8/9,2011/2/22,2011/2/22,CNY,19,20,CNY,16700,CNY,2011/2/10,1,2,A,,2017/12/5,,16
10,300185,通裕重工,通裕重工股份有限公司,"Tongyu Heavy Industry Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2002/5/25,2011/3/8,2011/3/8,CNY,24,25,CNY,90000,CNY,2011/2/25,1,2,A,,2017/12/5,,16
10,300186,大华农,广东大华农动物保健品股份有限公司,"Guangdong Dahuanong Animal Health Products Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2008/7/15,2011/3/8,2011/3/8,CNY,21,22,CNY,67000,CNY,2011/2/25,1,2,D,,2015/11/2,,16
10,300187,永清环保,永清环保股份有限公司,"Yonker Environmental Protection Co., Ltd.",2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,2004/1/19,2011/3/8,2011/3/8,CNY,39,40,CNY,16700,CNY,2011/2/25,1,2,A,,2018/1/15,,16
10,300188,美亚柏科,厦门市美亚柏科信息股份有限公司,"Xiamen Meiya Pico Information Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1999/9/22,2011/3/16,2011/3/16,CNY,39,40,CNY,13500,CNY,2011/3/7,1,2,A,,2017/12/5,,16
10,300189,神农基因,海南神农基因科技股份有限公司,"Hainan Shennong Gene Technology Co., Ltd.",4,综合,A01,农业,A01,农业,2000/12/29,2011/3/16,2011/3/16,CNY,23,24,CNY,40000,CNY,2011/3/7,1,2,A,,2017/12/5,,16
10,300190,维尔利,江苏维尔利环保科技股份有限公司,"Jiangsu Welle Environmental Co., Ltd.",2,公用事业,K0199,其他公共设施服务业,N77,生态保护和环境治理业,2003/2/12,2011/3/16,2011/3/16,CNY,57.5,58.5,CNY,13300,CNY,2011/3/7,1,2,A,,2017/12/5,,16
10,300191,潜能恒信,潜能恒信能源技术股份有限公司,"Sino Geophysical Co., Ltd.",5,工业,B50,采掘服务业,B11,开采辅助活动,2003/11/10,2011/3/16,2011/3/16,CNY,40.46,41.46,CNY,20000,CNY,2011/3/7,1,2,A,,2017/12/5,,16
10,300192,科斯伍德,苏州科斯伍德油墨股份有限公司,"SUZHOU KINGSWOOD PRINTING INK CO., LTD",5,工业,C4370,日用化学产品制造业,C26,化学原料及化学制品制造业,2003/1/14,2011/3/22,2011/3/22,CNY,21.82,22.82,CNY,18500,CNY,2011/3/14,1,2,A,,2017/12/5,,16
10,300193,佳士科技,深圳市佳士科技股份有限公司,"SHENZHEN JASIC TECHNOLOGY CO., LTD.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2010/2/21,2011/3/22,2011/3/22,CNY,25.5,26.5,CNY,55500,CNY,2011/3/14,1,2,A,,2017/12/5,,16
10,300194,福安药业,福安药业(集团)股份有限公司,"Fuan Pharmaceutical (Group) co.,Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2004/2/25,2011/3/22,2011/3/22,CNY,40.88,41.88,CNY,33400,CNY,2011/3/14,1,2,A,,2017/12/5,,16
10,300195,长荣股份,天津长荣科技集团股份有限公司,"Masterwork Group Co., Ltd.",5,工业,C7350,其他专用设备制造业,C35,专用设备制造业,1995/9/13,2011/3/29,2011/3/29,CNY,39,40,CNY,25000,CNY,2011/3/21,1,2,A,,2017/12/5,,16
10,300196,长海股份,江苏长海复合材料股份有限公司,"JIANGSU CHANGHAI COMPOSITE MATERIALS CO., LTD",5,工业,C6199,其他非金属矿物制品业,C30,非金属矿物制品业,2000/5/17,2011/3/29,2011/3/29,CNY,17.58,18.58,CNY,30000,CNY,2011/3/21,1,2,A,,2017/12/5,,16
10,300197,铁汉生态,深圳市铁汉生态环境股份有限公司,"Shenzhen Techand Ecology and Environment Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,2001/8/7,2011/3/29,2011/3/29,CNY,66.58,67.58,CNY,15500,CNY,2011/3/21,1,2,A,,2017/12/5,,16
10,300198,纳川股份,福建纳川管材科技股份有限公司,"Fujian Newchoice Pipe Technology Co., Ltd.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,2003/6/11,2011/4/7,2011/4/7,CNY,30,31,CNY,23000,CNY,2011/3/28,1,2,N,,2018/2/2,,16
10,300199,翰宇药业,深圳翰宇药业股份有限公司,"Hybio Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2003/4/2,2011/4/7,2011/4/7,CNY,29.19,30.19,CNY,25000,CNY,2011/3/28,1,2,A,,2017/12/5,,16
10,300200,高盟新材,北京高盟新材料股份有限公司,"Beijing Comens New Materials Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2010/3/12,2011/4/7,2011/4/7,CNY,20.88,21.88,CNY,26800,CNY,2011/3/28,1,2,A,,2017/12/5,,16
10,300201,海伦哲,徐州海伦哲专用车辆股份有限公司,"Xuzhou Handler Special Vehicle Co., Ltd.",5,工业,C7350,其他专用设备制造业,C35,专用设备制造业,2005/3/21,2011/4/7,2011/4/7,CNY,20,21,CNY,20000,CNY,2011/3/28,1,2,A,,2017/12/5,,16
10,300202,聚龙股份,聚龙股份有限公司,"Julong Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2004/3/9,2011/4/15,2011/4/15,CNY,21.38,22.38,CNY,21200,CNY,2011/4/6,1,2,A,,2017/12/5,,16
10,300203,聚光科技,聚光科技(杭州)股份有限公司,"Focused Photonics (Hangzhou) , Inc.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,2009/12/30,2011/4/15,2011/4/15,CNY,19,20,CNY,45000,CNY,2011/4/6,1,2,A,,2017/12/5,,16
10,300204,舒泰神,舒泰神(北京)生物制药股份有限公司,"Staidson (Beijing) Biopharmaceuticals Co., Ltd.",5,工业,C85,生物制品业,C27,医药制造业,2002/8/16,2011/4/15,2011/4/15,CNY,51.5,52.5,CNY,16700,CNY,2011/4/6,1,2,A,,2017/12/5,,16
10,300205,天喻信息,武汉天喻信息产业股份有限公司,"WUHAN TIANYU INFORMATION INDUSTRY CO., LTD",5,工业,C57,其他电子设备制造业,C39,计算机、通信和其他电子设备制造业,2000/11/14,2011/4/21,2011/4/21,CNY,39,40,CNY,19910,CNY,2011/4/13,1,2,A,,2017/12/5,,16
10,300206,理邦仪器,深圳市理邦精密仪器股份有限公司,"EDAN INSTRUMENTS, INC.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2010/3/30,2011/4/21,2011/4/21,CNY,37,38,CNY,25000,CNY,2011/4/13,1,2,A,,2017/12/5,,16
10,300207,欣旺达,欣旺达电子股份有限公司,"SUNWODA ELECTRONIC CO., LTD.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2008/10/15,2011/4/21,2011/4/21,CNY,17.66,18.66,CNY,47000,CNY,2011/4/13,1,2,A,,2017/12/5,,16
10,300208,恒顺众昇,青岛市恒顺众昇集团股份有限公司,"Qingdao Hengshun Zhongsheng Group Co.,Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1998/3/10,2011/4/26,2011/4/26,CNY,24,25,CNY,17500,CNY,2011/4/18,1,2,N,,2018/2/5,,16
10,300209,天泽信息,天泽信息产业股份有限公司,Tianze Information Industry Inc.,2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2000/5/25,2011/4/26,2011/4/26,CNY,33.28,34.28,CNY,20000,CNY,2011/4/18,1,2,A,,2018/2/14,,16
10,300210,森远股份,鞍山森远路桥股份有限公司,"Anshan Senyuan Road and Bridge Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2004/10/25,2011/4/26,2011/4/26,CNY,21,22,CNY,19000,CNY,2011/4/18,1,2,A,,2017/12/5,,16
10,300211,亿通科技,江苏亿通高科技股份有限公司,"Jiangsu Yitong High-tech Co., Ltd.",5,工业,G8115,广播电视设备制造业,C39,计算机、通信和其他电子设备制造业,2001/8/15,2011/5/5,2011/5/5,CNY,24.75,25.75,CNY,12500,CNY,2011/4/25,1,2,A,,2017/12/5,,16
10,300212,易华录,北京易华录信息技术股份有限公司,"BEIJING E-HUALU INFORMATION TECHNOLOGY CO.,LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2001/4/30,2011/5/5,2011/5/5,CNY,29.46,30.46,CNY,17000,CNY,2011/4/25,1,2,A,,2017/12/5,,16
10,300213,佳讯飞鸿,北京佳讯飞鸿电气股份有限公司,"Beijing Jiaxun Feihong Electrical Co., Ltd.",5,工业,G81,通信及相关设备制造业,C39,计算机、通信和其他电子设备制造业,1995/1/26,2011/5/5,2011/5/5,CNY,21,22,CNY,21000,CNY,2011/4/25,1,2,N,,2018/2/8,,16
10,300214,日科化学,山东日科化学股份有限公司,"Shandong Rike Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2003/12/26,2011/5/11,2011/5/11,CNY,21,22,CNY,35000,CNY,2011/5/3,1,2,A,,2017/12/5,,16
10,300215,电科院,苏州电器科学研究院股份有限公司,"Suzhou Electrical Apparatus Science Academy Co., Ltd.",2,公用事业,K20,专业、科研服务业,M74,专业技术服务业,1993/11/25,2011/5/11,2011/5/11,CNY,75,76,CNY,11500,CNY,2011/5/3,1,2,A,,2017/12/5,,16
10,300216,千山药机,湖南千山制药机械股份有限公司,"Hunan China Sun Pharmaceutical Machinery Co.,Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2002/10/24,2011/5/11,2011/5/11,CNY,28.3,29.3,CNY,17000,CNY,2011/5/3,1,2,A,,2018/1/18,,16
10,300217,东方电热,镇江东方电热科技股份有限公司,"Zhenjiang Dongfang Electric Heating Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000/2/2,2011/5/18,2011/5/18,CNY,24.88,25.88,CNY,23000,CNY,2011/5/10,1,2,A,,2017/12/5,,16
10,300218,安利股份,安徽安利材料科技股份有限公司,"ANHUI ANLI MATERIAL TECHNOLOGY CO., LTD.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,1994/7/12,2011/5/18,2011/5/18,CNY,17,18,CNY,26400,CNY,2011/5/10,1,2,A,,2017/12/5,,16
10,300219,鸿利智汇,鸿利智汇集团股份有限公司,"Hongli Zhihui Group Co.,Ltd.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2004/5/31,2011/5/18,2011/5/18,CNY,15,16,CNY,31000,CNY,2011/5/10,1,2,A,,2017/12/5,,16
10,300220,金运激光,武汉金运激光股份有限公司,"Wuhan Golden Laser Co., Ltd.",5,工业,C57,其他电子设备制造业,C39,计算机、通信和其他电子设备制造业,2005/3/11,2011/5/25,2011/5/25,CNY,22.36,23.36,CNY,9000,CNY,2011/5/16,1,2,A,,2017/12/5,,16
10,300221,银禧科技,广东银禧科技股份有限公司,"GUANGDONG SILVER AGE SCI AND TECH CO., LTD.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,1997/8/8,2011/5/25,2011/5/25,CNY,17,18,CNY,25000,CNY,2011/5/16,1,2,A,,2017/12/5,,16
10,300222,科大智能,科大智能科技股份有限公司,"CSG Smart Science and Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2002/11/27,2011/5/25,2011/5/25,CNY,31.4,32.4,CNY,15000,CNY,2011/5/16,1,2,A,,2017/12/5,,16
10,300223,北京君正,北京君正集成电路股份有限公司,"INGENIC SEMICONDUCTOR CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2005/7/15,2011/5/31,2011/5/31,CNY,42.8,43.8,CNY,20000,CNY,2011/5/23,1,2,A,,2017/12/5,,16
10,300224,正海磁材,烟台正海磁性材料股份有限公司,"YANTAI ZHENGHAI MAGNETIC MATERIAL CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2009/9/28,2011/5/31,2011/5/31,CNY,20.09,21.09,CNY,40000,CNY,2011/5/23,1,2,A,,2017/12/5,,16
10,300225,金力泰,上海金力泰化工股份有限公司,"Shanghai Kinlita Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,1993/12/30,2011/5/31,2011/5/31,CNY,27,28,CNY,17000,CNY,2011/5/23,1,2,N,,2018/2/9,,16
10,300226,上海钢联,上海钢联电子商务股份有限公司,"Shanghai Ganglian E-Commerce Holdings Co., Ltd.",2,公用事业,G8705,计算机网络开发、维护与咨询,I64,互联网和相关服务,2000/4/30,2011/6/8,2011/6/8,CNY,22,23,CNY,10000,CNY,2011/5/30,1,2,A,,2017/12/5,,16
10,300227,光韵达,深圳光韵达光电科技股份有限公司,"SHENZHEN SUNSHINE LASER AND ELECTRONICS TECHNOLOGY CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2005/10/25,2011/6/8,2011/6/8,CNY,11.98,12.98,CNY,17000,CNY,2011/5/30,1,2,A,,2017/12/5,,16
10,300228,富瑞特装,张家港富瑞特种装备股份有限公司,"ZHANGJIAGANG FURUI SPECIAL EQUIPMENT CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2003/8/5,2011/6/8,2011/6/8,CNY,23.98,24.98,CNY,17000,CNY,2011/5/30,1,2,A,,2017/12/5,,16
10,300229,拓尔思,北京拓尔思信息技术股份有限公司,"BEIJING TRS INFORMATION TECHNOLOGY CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,1993/2/18,2011/6/15,2011/6/15,CNY,14,15,CNY,30000,CNY,2011/6/7,1,2,A,,2017/12/5,,16
10,300230,永利股份,上海永利带业股份有限公司,"SHANGHAI YONGLI BELTING CO., LTD.",5,工业,C49,塑料制造业,C29,橡胶和塑料制品业,2002/1/10,2011/6/15,2011/6/15,CNY,11.9,12.9,CNY,22500,CNY,2011/6/7,1,2,A,,2017/12/5,,16
10,300231,银信科技,北京银信长远科技股份有限公司,"Beijing Trustfar Technology Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2004/5/31,2011/6/15,2011/6/15,CNY,18.62,19.62,CNY,10000,CNY,2011/6/7,1,2,A,,2017/12/5,,16
10,300232,洲明科技,深圳市洲明科技股份有限公司,"UNILUMIN GROUP CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2009/12/28,2011/6/22,2011/6/22,CNY,17.57,18.57,CNY,20000,CNY,2011/6/14,1,2,A,,2017/12/5,,16
10,300233,金城医药,山东金城医药集团股份有限公司,"Shandong Jincheng Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2008/2/28,2011/6/22,2011/6/22,CNY,17.6,18.6,CNY,31000,CNY,2011/6/14,1,2,N,,2018/2/8,,16
10,300234,开尔新材,浙江开尔新材料股份有限公司,"ZHEJIANG KAIER NEW MATERIALS CO., LTD.",5,工业,C61,非金属矿物制品业,C30,非金属矿物制品业,2003/4/29,2011/6/22,2011/6/22,CNY,11,12,CNY,20000,CNY,2011/6/14,1,2,A,,2017/12/5,,16
10,300235,方直科技,深圳市方直科技股份有限公司,"SHENZHEN KINGSUN SCIENCE AND TECHNOLOGY CO., LTD.",2,公用事业,L99,其他传播、文化服务业,I65,软件和信息技术服务业,1993/2/19,2011/6/29,2011/6/29,CNY,18.6,19.6,CNY,11000,CNY,2011/6/20,1,2,A,,2017/12/5,,16
10,300236,上海新阳,上海新阳半导体材料股份有限公司,"SHANGHAI SINYANG SEMICONDUCTOR MATERIALS CO., LTD.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2004/5/12,2011/6/29,2011/6/29,CNY,10.07,11.07,CNY,21500,CNY,2011/6/20,1,2,A,,2017/12/5,,16
10,300237,美晨科技,山东美晨科技股份有限公司,"SHANDONG MEICHEN SCIENCE AND TECHNOLOGY CO., LTD.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,2004/11/8,2011/6/29,2011/6/29,CNY,24.73,25.73,CNY,14300,CNY,2011/6/20,1,2,N,,2018/2/6,,16
10,300238,冠昊生物,冠昊生物科技股份有限公司,"Guanhao Biotech Co., Ltd",5,工业,C7340,医疗器械制造业,C35,专用设备制造业,1999/10/22,2011/7/6,2011/7/6,CNY,17.2,18.2,CNY,15300,CNY,2011/6/27,1,2,N,,2018/2/2,,16
10,300239,东宝生物,包头东宝生物技术股份有限公司,"Baotou Dongbao Bio-Tech Co., Ltd.",5,工业,C8599,其他生物制品业,C27,医药制造业,2000/8/28,2011/7/6,2011/7/6,CNY,8,9,CNY,19000,CNY,2011/6/27,1,2,A,,2017/12/5,,16
10,300240,飞力达,江苏飞力达国际物流股份有限公司,JIANGSU FEILIKS INTERNATIONAL LOGISTICS INC.,2,公用事业,F21,仓储业,G59,仓储业,2008/7/17,2011/7/6,2011/7/6,CNY,19,20,CNY,27000,CNY,2011/6/27,1,2,N,,2017/10/26,,16
10,300241,瑞丰光电,深圳市瑞丰光电子股份有限公司,"SHENZHEN REFOND OPTOELECTRONICS CO., LTD.",5,工业,C51,电子元器件制造业,C39,计算机、通信和其他电子设备制造业,2000/1/24,2011/7/12,2011/7/12,CNY,9.8,10.8,CNY,27000,CNY,2011/7/4,1,2,A,,2017/12/5,,16
10,300242,明家联合,广东明家联合移动科技股份有限公司,MIG Unmobi Technology INC.,2,公用事业,G87,计算机应用服务业,I64,互联网和相关服务,2002/5/22,2011/7/12,2011/7/12,CNY,9,10,CNY,19000,CNY,2011/7/4,1,2,A,,2017/12/5,,16
10,300243,瑞丰高材,山东瑞丰高分子材料股份有限公司,"Shandong Ruifeng Chemical Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001/10/26,2011/7/12,2011/7/12,CNY,15,16,CNY,13500,CNY,2011/7/4,1,2,A,,2017/12/5,,16
10,300244,迪安诊断,迪安诊断技术集团股份有限公司,"DIAN DIAGNOSTICS GROUP CO.,LTD.",2,公用事业,K37,卫生、保健、护理服务业,Q83,卫生,2001/9/5,2011/7/19,2011/7/19,CNY,22.5,23.5,CNY,12800,CNY,2011/7/11,1,2,A,,2017/12/5,,16
10,300245,天玑科技,上海天玑科技股份有限公司,"SHANGHAI DRAGONNET TECHNOLOGY CO., LTD.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2001/10/24,2011/7/19,2011/7/19,CNY,19,20,CNY,17000,CNY,2011/7/11,1,2,A,,2017/12/5,,16
10,300246,宝莱特,广东宝莱特医用科技股份有限公司,"GUANGDONG BIOLIGHT MEDITECH CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1993/6/28,2011/7/19,2011/7/19,CNY,24,25,CNY,10500,CNY,2011/7/11,1,2,A,,2017/12/5,,16
10,300247,乐金健康,安徽乐金健康科技股份有限公司,"Anhui Lucky Health Technology Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1995/4/21,2011/7/29,2011/7/29,CNY,15,16,CNY,20500,CNY,2011/7/18,1,2,N,,2018/2/6,,16
10,300248,新开普,新开普电子股份有限公司,"Newcapec Electronics Co., Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2000/4/25,2011/7/29,2011/7/29,CNY,29,30,CNY,11200,CNY,2011/7/20,1,2,A,,2017/12/5,,16
10,300249,依米康,四川依米康环境科技股份有限公司,"SICHUAN YIMIKANG ENVIRONMENTAL TECH. CO., LTD.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2009/9/21,2011/8/3,2011/8/3,CNY,16.5,17.5,CNY,19600,CNY,2011/7/25,1,2,A,,2017/12/5,,16
10,300250,初灵信息,杭州初灵信息技术股份有限公司,"HANGZHOU CNCR-IT CO., LTD.",5,工业,G8101,通信设备制造业,C39,计算机、通信和其他电子设备制造业,2009/8/24,2011/8/3,2011/8/3,CNY,24,25,CNY,10000,CNY,2011/7/25,1,2,A,,2017/12/5,,16
10,300251,光线传媒,北京光线传媒股份有限公司,"BEIJING ENLIGHT MEDIA CO., LTD.",2,公用事业,L10,广播电影电视业,R86,广播、电视、电影和影视录音制作业,2009/8/7,2011/8/3,2011/8/3,CNY,51.5,52.5,CNY,27400,CNY,2011/7/26,1,2,A,,2017/12/5,,16
10,300252,金信诺,深圳金信诺高新技术股份有限公司,"Kingsignal Technology Co., Ltd.",5,工业,C7615,电工器械制造业,C38,电气机械及器材制造业,2002/4/2,2011/8/18,2011/8/18,CNY,15.2,16.2,CNY,27000,CNY,2011/8/1,1,2,A,,2017/12/5,,16
10,300253,卫宁健康,卫宁健康科技集团股份有限公司,"Winning Health Technology Group Co.,Ltd.",2,公用事业,G87,计算机应用服务业,I65,软件和信息技术服务业,2004/4/7,2011/8/18,2011/8/18,CNY,26.5,27.5,CNY,13500,CNY,2011/8/5,1,2,A,,2017/12/5,,16
