prov_name,指标,地区生产总值(亿元),第一产业增加值(亿元),第二产业增加值(亿元),第三产业增加值(亿元),农林牧渔业增加值(亿元),工业增加值(亿元),建筑业增加值(亿元),批发和零售业增加值(亿元),批发和零售贸易餐饮业增加值(亿元),交通运输、仓储和邮政业增加值(亿元),交通运输、仓储和邮电通信业增加值(亿元),住宿和餐饮业增加值(亿元),金融业增加值(亿元),房地产业增加值(亿元),其他行业增加值(亿元),人均地区生产总值(元/人)
陕西省,1997,1363.6,255.42,567.25,540.93,255.42,477.35,89.9,NA,130.64,NA,111.71,NA,32.45,33.62,232.51,3834
甘肃省,2016,7200.37,983.39,2515.56,3701.42,1027.73,1757.53,776.35,536.7,NA,271.25,NA,213.7,507.02,259.89,1850.21,27643
甘肃省,2015,6790.32,954.09,2494.77,3341.46,996,1778.1,730.88,508,NA,274.65,NA,196.37,443.12,244.82,1618.86,26165
甘肃省,2014,6836.82,900.76,2926.45,3009.61,939.21,2263.2,681.34,491.68,NA,280.73,NA,178.23,364.84,234.14,1403.49,26433
甘肃省,2013,6330.69,844.69,2745.35,2740.65,879.87,2155.22,607.37,440.31,NA,267.18,NA,159.64,294.18,218.39,1308.54,24539
甘肃省,2012,5650.2,780.5,2600.09,2269.61,780.5,2070.24,529.85,398.52,NA,319.66,NA,141.68,184.43,146.32,1079,21978
甘肃省,2011,5020.37,678.75,2377.83,1963.79,678.75,1923.95,453.88,351.97,NA,280.33,NA,123.61,145.05,134.25,928.58,19595
甘肃省,2010,4120.75,599.28,1984.97,1536.5,599.28,1602.87,382.1,272.13,NA,227.18,NA,97.4,100.54,110.02,729.23,16113
甘肃省,2009,3387.56,497.05,1527.24,1363.27,497.05,1203.7,323.54,231.21,NA,213.64,NA,88.52,88.27,101.37,640.26,13269
甘肃省,2008,3166.82,462.27,1470.34,1234.21,462.27,1188.78,281.56,196.93,NA,211.11,NA,77.21,72.49,93.8,582.67,12421
甘肃省,2007,2703.98,387.55,1279.32,1037.11,387.55,1063.84,215.48,166.85,NA,181.24,NA,68.21,61.6,83.52,475.69,10614
甘肃省,2006,2277.35,334,1043.19,900.16,334,868.13,175.06,145.89,NA,169.58,NA,59.56,50.51,73.21,401.41,8749
甘肃省,2005,1933.98,308.06,838.56,787.36,308.06,685.8,152.76,130.78,NA,144.7,NA,53.53,44.73,63.78,349.84,7477
甘肃省,2004,1688.49,286.78,713.3,688.41,286.78,574,139.3,117.54,NA,121.91,NA,47.75,42.99,56.84,301.38,6566
甘肃省,2003,1399.83,237.91,572.02,589.91,237.91,448.23,123.78,NA,140.18,NA,124.99,NA,42.31,48.09,234.34,5429
甘肃省,2002,1232.03,215.51,501.69,514.83,215.51,389.38,112.31,NA,129.91,NA,107.01,NA,42.08,41.52,194.31,4768
甘肃省,2001,1125.37,207.96,458.08,459.34,207.96,355.51,102.56,NA,121.28,NA,89,NA,42.47,36.73,169.86,4386
甘肃省,2e3,1052.88,194.1,421.65,437.13,194.1,327.6,94.04,NA,112.81,NA,78.38,NA,42.84,32.29,170.81,4129
甘肃省,1999,956.32,191.84,410.07,354.42,191.84,326.99,83.08,NA,107.15,NA,60.26,NA,43.07,26.73,117.21,3778
甘肃省,1998,887.67,202.76,373.43,311.48,202.76,311.25,62.17,NA,98.34,NA,52.2,NA,41.82,22.39,96.73,3541
甘肃省,1997,793.57,190.21,337.79,265.58,190.21,286.7,51.09,NA,89.54,NA,43.74,NA,35.78,15.86,80.66,3199
青海省,2016,2572.49,221.19,1249.98,1101.32,224.69,901.68,348.67,163.04,NA,94.99,NA,46.17,245.81,56.13,491.31,43531
青海省,2015,2417.05,208.93,1207.31,1000.81,212.2,893.87,313.81,154.78,NA,90.55,NA,43.27,220.87,53.59,434.09,41252
青海省,2014,2303.32,215.93,1234.31,853.08,219.03,954.27,280.43,150.64,NA,81.7,NA,37.3,175.21,48.96,355.78,39671
青海省,2013,2122.06,204.72,1151.28,766.06,207.59,912.68,238.97,139.08,NA,74.23,NA,34.42,145.23,46.21,323.65,36875
青海省,2012,1893.54,176.91,1092.34,624.29,176.91,895.89,196.45,109.44,NA,71.87,NA,21.39,83.73,31.41,306.45,33181
青海省,2011,1670.44,155.08,975.18,540.18,155.08,811.73,163.45,93.7,NA,67.53,NA,18.93,62.56,29.05,268.41,29522
青海省,2010,1350.43,134.92,744.63,470.88,134.92,613.65,130.98,81.44,NA,61.26,NA,16.3,54.53,25.41,231.94,24115
青海省,2009,1081.27,107.4,575.33,398.54,107.4,470.33,105,66.13,NA,49.32,NA,14.54,45.63,23.05,199.87,19454
青海省,2008,1018.62,105.57,557.12,355.93,105.57,468.6,88.52,55.82,NA,42.97,NA,13.73,36.54,19.96,186.91,18421
青海省,2007,797.35,83.41,419.03,294.91,83.41,344.52,74.51,45.67,NA,40.59,NA,12.33,27.67,16.98,151.67,14507
青海省,2006,648.5,67.55,331.91,249.04,67.55,265.12,66.79,39.1,NA,34.92,NA,11.11,23.69,15.17,125.05,11753
青海省,2005,543.32,65.34,264.61,213.37,65.34,203.94,60.67,35.63,NA,31.88,NA,9.38,20.36,14.1,102.02,10045
青海省,2004,466.1,60.7,211.7,193.7,60.7,153.5,58.2,31.5,NA,30,NA,8.6,19,13,91.6,8693
青海省,2003,390.2,48.47,171.92,169.81,48.47,117.18,54.74,NA,33.3,NA,38.91,NA,17.98,11.41,68.21,7346
青海省,2002,340.65,47.31,144.51,148.83,47.31,97.48,47.03,NA,29.29,NA,32.35,NA,16.75,9.74,60.7,6478
青海省,2001,300.13,44.74,125.09,130.3,44.74,87.02,38.07,NA,26.25,NA,26.72,NA,16.1,7.4,53.83,5774
青海省,2e3,263.68,40.12,108.83,114.73,40.12,78.8,30.03,NA,23.98,NA,21.84,NA,16.98,6.53,45.4,5138
青海省,1999,239.38,42.03,94.03,103.32,42.03,68.63,25.4,NA,21.66,NA,18.15,NA,18.7,5.39,39.42,4728
青海省,1998,220.92,42.94,85.44,92.54,42.94,62.4,23.04,NA,20.49,NA,15.06,NA,19.23,4.25,33.51,4426
青海省,1997,202.79,41.8,76.63,84.36,41.8,56.9,19.73,NA,19.04,NA,13.16,NA,18.92,3.35,29.89,4122
宁夏回族自治区,2016,3168.59,241.6,1488.44,1438.55,256.27,1054.34,434.2,145.41,NA,205.75,NA,54.98,284.11,102.57,630.96,47194
宁夏回族自治区,2015,2911.77,237.76,1379.6,1294.41,252.4,979.72,399.98,136.97,NA,200.66,NA,51.31,256.38,97.05,538.02,43805
宁夏回族自治区,2014,2752.1,216.99,1341.24,1193.87,229.51,973.53,368.37,139.07,NA,198.92,NA,47.74,230.16,114.28,450.39,41834
宁夏回族自治区,2013,2577.57,210.81,1259.59,1107.17,222.28,933.12,327.11,133.77,NA,198.39,NA,44.16,206.34,104.05,408.35,39613
宁夏回族自治区,2012,2341.29,199.4,1159.37,982.52,199.4,878.63,280.74,124.66,NA,196.49,NA,42.67,167.48,87.51,363.71,36394
宁夏回族自治区,2011,2102.21,184.14,1056.15,861.92,184.14,816.79,239.36,109.99,NA,174.1,NA,37.15,134.18,79.01,327.49,33043
宁夏回族自治区,2010,1689.65,159.29,827.91,702.45,159.29,643.05,184.86,89.5,NA,145.17,NA,31,97.87,60.53,278.38,26860
宁夏回族自治区,2009,1353.31,127.25,662.32,563.74,127.25,520.38,141.94,74.52,NA,114.77,NA,25.59,75.54,47.56,225.76,21777
宁夏回族自治区,2008,1203.92,118.94,609.98,475,118.94,506.98,103,70.34,NA,93.29,NA,22.55,64.8,38.85,185.17,19609
宁夏回族自治区,2007,919.11,97.89,455.04,366.18,97.89,376.71,78.33,54.64,NA,67.53,NA,17.12,51.05,29.49,146.35,15142
宁夏回族自治区,2006,725.9,79.54,351.58,294.78,79.54,287.55,64.03,43.67,NA,56.23,NA,13.54,36.99,25.53,118.82,11784
宁夏回族自治区,2005,612.61,72.07,281.05,259.49,72.07,228.37,52.68,40.65,NA,47.53,NA,11.54,32.25,22.97,104.55,10239
宁夏回族自治区,2004,537.11,65.33,244.05,227.73,65.33,197.55,46.5,34.53,NA,40.25,NA,10,27.92,20.78,94.25,9199
宁夏回族自治区,2003,445.36,55.63,194.27,195.46,55.63,151.22,43.05,NA,36.53,NA,49.97,NA,24.8,16.85,67.3,7734
宁夏回族自治区,2002,377.16,52.95,153.06,171.14,52.95,120.54,32.52,NA,32.25,NA,43.54,NA,21.45,13.46,60.44,6647
宁夏回族自治区,2001,337.44,49.67,135.89,151.89,49.67,106.82,29.06,NA,29.18,NA,37.04,NA,21.37,13.19,51.11,6039
宁夏回族自治区,2e3,295.02,46.03,121.43,127.56,46.03,96.7,24.73,NA,26.24,NA,29.55,NA,21.57,8.86,41.34,5376
宁夏回族自治区,1999,264.58,48.08,103.82,112.67,48.08,83.51,20.32,NA,24.33,NA,26.16,NA,20.47,7.01,34.7,4900
宁夏回族自治区,1998,245.44,48.75,95.11,101.58,48.75,78.33,16.78,NA,22.72,NA,22.17,NA,21.18,5.15,30.37,4607
宁夏回族自治区,1997,224.59,44.87,88.67,91.05,44.87,74.99,13.68,NA,20.87,NA,18.69,NA,21.96,3.94,25.59,4277
新疆维吾尔自治区,2016,9649.7,1648.97,3647.01,4353.72,1691.8,2677.63,1049.93,586.32,NA,567.54,NA,160.4,573.7,298.62,2043.76,40564
新疆维吾尔自治区,2015,9324.8,1559.08,3596.4,4169.32,1598.7,2740.71,959.03,523.58,NA,536.06,NA,155.62,563.8,285.38,1961.96,40036
新疆维吾尔自治区,2014,9273.46,1538.6,3948.96,3785.9,1574.6,3179.6,867.54,550.67,NA,480.44,NA,142.85,536.94,281.56,1659.26,40648
新疆维吾尔自治区,2013,8443.84,1434.83,3574.88,3434.13,1468.3,2925.74,750.33,559.01,NA,386.97,NA,130.43,473.57,286.29,1463.2,37553
新疆维吾尔自治区,2012,7505.31,1320.57,3481.56,2703.18,1320.57,2850.06,631.5,426.65,NA,357.9,NA,108.39,360.4,194.38,1255.46,33796
新疆维吾尔自治区,2011,6610.05,1139.03,3225.9,2245.12,1139.03,2700.2,525.7,371.9,NA,256.72,NA,77.87,288.77,176.22,1073.64,30087
新疆维吾尔自治区,2010,5437.47,1078.63,2592.15,1766.69,1078.63,2161.39,430.76,276.28,NA,222.47,NA,68.06,225.2,143.44,831.24,25034
新疆维吾尔自治区,2009,4277.05,759.74,1929.59,1587.72,759.74,1555.84,373.75,253.6,NA,209.1,NA,62.25,198.87,115.23,748.67,19942
新疆维吾尔自治区,2008,4183.21,691.07,2070.76,1421.38,691.07,1755.35,315.41,222.74,NA,191.84,NA,74.6,171.97,89.79,670.44,19797
新疆维吾尔自治区,2007,3523.16,628.72,1647.55,1246.89,628.72,1405.11,242.44,187.1,NA,177.28,NA,57.69,149.22,91.28,584.32,16999
新疆维吾尔自治区,2006,3045.26,527.8,1459.3,1058.16,527.8,1241.33,217.97,163.15,NA,165.6,NA,51.77,99.25,68.9,509.49,14871
新疆维吾尔自治区,2005,2604.19,509.99,1164.79,929.41,509.99,961.61,203.18,145.1,NA,149.63,NA,45.7,80.34,55.79,452.85,13108
新疆维吾尔自治区,2004,2209.09,461.26,914.47,833.36,461.26,734.1,180.37,130.49,NA,139.98,NA,41,70.3,53.55,398.04,11337
新疆维吾尔自治区,2003,1886.35,412.9,719.54,753.91,412.9,563.57,155.97,NA,141.32,NA,159.43,NA,64.92,47.84,340.4,9828
新疆维吾尔自治区,2002,1612.65,305,603.15,704.5,305,463.59,139.56,NA,123.88,NA,168.58,NA,52.18,43.04,316.82,8457
新疆维吾尔自治区,2001,1491.6,288.12,573.91,629.57,288.12,445.6,128.31,NA,118.45,NA,148.38,NA,48.53,35.29,278.92,7945
新疆维吾尔自治区,2e3,1363.56,288.18,537.58,537.8,288.18,418.63,118.95,NA,110.1,NA,148.63,NA,41.94,26.86,210.27,7372
新疆维吾尔自治区,1999,1163.17,268.51,420.48,474.18,268.51,315.86,104.62,NA,102.26,NA,129.6,NA,48.2,17.83,176.29,6443
新疆维吾尔自治区,1998,1106.95,291.05,395.75,420.15,291.05,298.53,97.22,NA,98.06,NA,106.87,NA,49.89,15.18,150.15,6174
新疆维吾尔自治区,1997,1039.85,279.73,385.37,374.75,279.73,302.5,82.87,NA,94.23,NA,85.7,NA,48.9,12.19,133.73,5848
